time,altitude,velocity_smooth,heartrate,cadence,watts,temp,moving,latitude,longitude,id
3873,278.2,11.88,,86,192.0,26,True,32.913017,-97.64158,13901708037
3874,278.0,11.98,,86,189.0,26,True,32.913007,-97.641452,13901708037
3875,278.0,11.96,,88,235.0,26,True,32.912996,-97.641327,13901708037
3876,278.0,11.9,,84,215.0,26,True,32.912988,-97.641204,13901708037
3877,278.2,11.72,,81,227.0,26,True,32.91298,-97.641084,13901708037
3878,278.6,11.48,,82,250.0,26,True,32.912972,-97.640968,13901708037
3879,278.8,11.22,,81,219.0,26,True,32.912968,-97.640854,13901708037
3880,279.6,10.88,,77,232.0,26,True,32.912961,-97.640751,13901708037
3881,280.0,10.36,,80,237.0,26,True,32.912955,-97.640656,13901708037
3882,280.2,9.82,,80,248.0,26,True,32.912949,-97.640565,13901708037
3883,280.6,9.32,,85,248.0,26,True,32.912945,-97.640479,13901708037
3884,281.2,8.52,,82,226.0,26,True,32.91294,-97.640401,13901708037
3885,281.8,7.98,,82,262.0,26,True,32.912935,-97.640323,13901708037
3886,282.2,7.56,,81,262.0,26,True,32.912929,-97.64025,13901708037
3887,282.6,7.24,,81,258.0,26,True,32.912924,-97.640176,13901708037
3888,282.8,6.88,,78,266.0,26,True,32.912922,-97.640107,13901708037
3889,283.0,6.68,,77,252.0,26,True,32.912919,-97.640039,13901708037
3890,283.2,6.48,,77,249.0,26,True,32.912914,-97.639973,13901708037
3891,283.4,6.36,,81,249.0,26,True,32.912911,-97.639908,13901708037
3892,284.2,6.26,,80,273.0,26,True,32.91291,-97.639841,13901708037
3893,284.8,6.14,,77,253.0,26,True,32.912908,-97.639778,13901708037
3894,285.2,6.12,,78,260.0,26,True,32.912906,-97.639716,13901708037
3895,285.8,5.96,,76,245.0,26,True,32.912901,-97.639656,13901708037
3896,286.0,5.92,,77,258.0,26,True,32.912895,-97.639594,13901708037
3897,286.2,5.8,,76,246.0,26,True,32.912891,-97.639533,13901708037
3898,286.4,5.78,,77,264.0,26,True,32.912889,-97.639471,13901708037
3899,286.4,5.7,,76,252.0,26,True,32.912885,-97.639412,13901708037
3900,286.4,5.74,,78,261.0,26,True,32.912883,-97.639351,13901708037
3901,286.4,5.78,,78,271.0,26,True,32.912879,-97.639286,13901708037
3902,286.4,5.8,,82,405.0,26,True,32.912878,-97.639222,13901708037
3903,286.8,5.86,,78,389.0,26,True,32.912877,-97.639155,13901708037
3904,287.0,6.04,,82,302.0,26,True,32.91287,-97.639088,13901708037
3905,287.4,6.2,,81,294.0,26,True,32.912865,-97.63902,13901708037
3906,287.6,6.22,,83,287.0,26,True,32.91286,-97.638954,13901708037
3907,287.8,6.24,,82,322.0,26,True,32.912856,-97.63889,13901708037
3908,288.0,6.24,,79,300.0,26,True,32.912851,-97.638826,13901708037
3909,288.4,6.14,,80,289.0,26,True,32.91285,-97.638763,13901708037
3910,288.6,5.96,,80,264.0,26,True,32.912849,-97.638703,13901708037
3911,288.8,5.82,,82,264.0,26,True,32.912848,-97.638644,13901708037
3912,289.0,5.72,,84,282.0,26,True,32.912847,-97.638586,13901708037
3913,289.2,5.58,,82,283.0,26,True,32.912843,-97.63853,13901708037
3914,289.4,5.42,,79,283.0,26,True,32.91284,-97.638474,13901708037
3915,289.8,5.3,,78,294.0,26,True,32.912837,-97.638421,13901708037
3916,290.2,5.22,,76,285.0,26,True,32.912831,-97.638366,13901708037
3917,290.4,5.1,,77,286.0,26,True,32.912827,-97.638316,13901708037
3918,290.6,4.9,,74,279.0,27,True,32.912828,-97.638268,13901708037
3919,290.6,4.86,,77,292.0,26,True,32.912827,-97.638216,13901708037
3920,290.8,4.8,,73,279.0,26,True,32.912829,-97.638166,13901708037
3921,291.2,4.7,,72,271.0,26,True,32.912825,-97.638116,13901708037
3922,291.4,4.62,,74,290.0,26,True,32.912823,-97.638065,13901708037
3923,291.4,4.64,,64,275.0,26,True,32.912818,-97.638014,13901708037
3924,291.6,4.62,,72,320.0,27,True,32.912817,-97.637965,13901708037
3925,291.6,4.72,,68,310.0,27,True,32.912816,-97.637909,13901708037
3926,291.8,4.7,,75,356.0,27,True,32.912811,-97.637862,13901708037
3927,292.0,4.72,,76,260.0,27,True,32.912809,-97.637815,13901708037
3928,292.4,4.6,,70,298.0,27,True,32.912809,-97.637774,13901708037
3929,293.4,4.4,,70,296.0,27,True,32.912806,-97.637733,13901708037
3930,293.6,4.1,,64,296.0,27,True,32.912803,-97.637695,13901708037
3931,294.0,3.84,,61,300.0,27,True,32.912801,-97.637659,13901708037
3932,294.2,3.66,,61,296.0,27,True,32.9128,-97.63762,13901708037
3933,294.6,3.64,,58,294.0,27,True,32.912804,-97.637578,13901708037
3934,294.8,3.66,,61,313.0,27,True,32.912803,-97.637538,13901708037
3935,295.2,3.64,,59,292.0,27,True,32.912801,-97.637499,13901708037
3936,295.4,3.78,,59,322.0,27,True,32.9128,-97.637458,13901708037
3937,295.6,3.78,,62,322.0,27,True,32.912803,-97.63742,13901708037
3938,295.8,3.76,,62,348.0,27,True,32.9128,-97.637381,13901708037
3939,296.2,3.66,,62,348.0,27,True,32.912798,-97.637344,13901708037
3940,296.4,3.64,,62,316.0,27,True,32.912798,-97.637307,13901708037
3941,296.6,3.56,,60,298.0,27,True,32.9128,-97.63727,13901708037
3942,297.0,2.82,,58,295.0,27,False,32.9128,-97.637233,13901708037
3943,297.4,2.74,,62,288.0,27,True,32.912797,-97.637194,13901708037
3944,297.8,2.82,,60,307.0,27,True,32.9128,-97.637157,13901708037
3945,298.0,2.8,,65,324.0,27,True,32.912803,-97.637113,13901708037
3946,298.0,3.84,,73,330.0,27,True,32.912805,-97.637066,13901708037
3947,298.4,4.66,,74,366.0,27,True,32.912809,-97.637021,13901708037
3948,298.4,4.94,,74,0.0,27,True,32.912804,-97.63697,13901708037
3949,298.4,5.22,,74,0.0,27,True,32.912802,-97.636917,13901708037
3950,298.4,5.11,,0,0.0,27,True,32.912805,-97.63682,13901708037
3951,298.4,3.94,,0,0.0,27,True,32.912805,-97.636785,13901708037
3952,298.0,4.36,,0,0.0,27,True,32.912808,-97.636708,13901708037
3953,298.0,4.36,,0,0.0,27,True,32.912806,-97.636621,13901708037
3954,297.8,7.26,,13,8.0,27,True,32.912805,-97.636527,13901708037
3955,297.8,8.53,,13,86.0,27,True,32.912805,-97.636429,13901708037
3956,297.6,9.92,,13,86.0,27,True,32.912807,-97.636324,13901708037
3957,296.4,10.78,,78,88.0,27,True,32.912808,-97.636212,13901708037
3958,294.2,9.94,,82,158.0,27,True,32.9128,-97.636027,13901708037
3959,293.8,10.5,,79,151.0,27,True,32.912797,-97.635962,13901708037
3960,293.0,11.14,,84,191.0,27,True,32.91279,-97.635831,13901708037
3961,292.6,11.74,,80,163.0,27,True,32.91279,-97.635696,13901708037
3962,290.6,12.26,,81,152.0,27,True,32.912788,-97.635558,13901708037
3963,289.4,12.5,,84,225.0,27,True,32.912786,-97.635423,13901708037
3964,289.0,12.76,,84,211.0,27,True,32.912785,-97.635287,13901708037
3965,288.8,12.86,,86,221.0,27,True,32.91278,-97.635149,13901708037
3966,288.4,12.96,,82,228.0,27,True,32.912774,-97.635008,13901708037
3967,288.0,12.94,,78,207.0,27,True,32.912775,-97.634867,13901708037
3968,287.4,13.02,,79,217.0,27,True,32.912779,-97.634726,13901708037
3969,286.8,11.81,,81,225.0,27,True,32.912776,-97.634509,13901708037
3970,286.0,10.58,,81,219.0,27,True,32.912776,-97.634437,13901708037
3971,285.8,10.58,,83,226.0,27,True,32.912774,-97.634292,13901708037
3972,285.2,13.4,,82,227.0,27,True,32.912773,-97.634147,13901708037
3973,284.8,13.52,,82,217.0,27,True,32.912774,-97.633931,13901708037
3974,284.8,14.91,,82,224.0,27,True,32.912774,-97.633859,13901708037
3975,284.8,16.26,,82,212.0,27,True,32.912774,-97.633643,13901708037
3976,284.8,13.56,,81,210.0,27,True,32.912774,-97.633572,13901708037
3977,284.2,13.5,,81,204.0,27,True,32.912772,-97.633432,13901708037
3978,284.2,13.4,,80,198.0,27,True,32.912771,-97.633291,13901708037
3979,284.0,13.26,,80,223.0,27,True,32.91277,-97.633151,13901708037
3980,284.0,13.2,,80,181.0,27,True,32.912765,-97.63301,13901708037
3981,283.6,13.12,,79,207.0,27,True,32.912759,-97.632872,13901708037
3982,283.0,12.96,,80,204.0,27,True,32.912757,-97.632738,13901708037
3983,282.8,11.56,,80,204.0,27,True,32.912757,-97.632536,13901708037
3984,282.0,10.2,,84,235.0,26,True,32.912757,-97.632469,13901708037
3985,281.6,10.2,,82,220.0,27,True,32.912757,-97.632336,13901708037
3986,281.2,12.42,,82,222.0,27,True,32.912757,-97.632203,13901708037
3987,281.2,12.42,,87,231.0,26,True,32.912757,-97.632074,13901708037
3988,281.0,13.5,,86,224.0,27,True,32.912754,-97.63195,13901708037
3989,281.2,14.46,,83,220.0,26,True,32.912752,-97.631831,13901708037
3990,281.2,11.64,,83,228.0,26,True,32.91275,-97.631711,13901708037
3991,281.4,11.5,,83,205.0,26,True,32.91275,-97.631586,13901708037
3992,281.2,10.16,,80,202.0,26,True,32.912752,-97.63141,13901708037
3993,281.2,8.96,,87,250.0,26,True,32.912751,-97.631353,13901708037
3994,281.4,8.96,,84,280.0,26,True,32.912749,-97.631238,13901708037
3995,281.8,11.04,,82,247.0,26,True,32.912747,-97.631125,13901708037
3996,282.2,10.72,,84,228.0,26,True,32.912746,-97.631018,13901708037
3997,282.6,11.56,,85,263.0,26,True,32.912745,-97.630913,13901708037
3998,282.8,12.38,,85,249.0,26,True,32.912746,-97.63081,13901708037
3999,282.8,9.98,,81,249.0,27,True,32.912749,-97.630707,13901708037
4000,282.8,9.66,,79,256.0,26,True,32.91275,-97.630608,13901708037
4001,282.8,9.38,,79,254.0,26,True,32.912749,-97.630513,13901708037
4002,282.8,9.12,,83,271.0,26,True,32.91275,-97.630421,13901708037
4003,282.8,8.88,,81,275.0,26,True,32.912752,-97.630288,13901708037
4004,282.8,8.7,,78,277.0,26,True,32.912755,-97.630243,13901708037
4005,282.8,8.42,,77,256.0,26,True,32.912759,-97.630154,13901708037
4006,282.8,8.32,,87,256.0,26,True,32.912761,-97.630066,13901708037
4007,284.2,8.22,,84,274.0,26,True,32.912766,-97.629983,13901708037
4008,285.0,8.08,,80,237.0,26,True,32.912774,-97.6299,13901708037
4009,285.2,7.82,,78,275.0,26,True,32.912787,-97.629823,13901708037
4010,285.4,7.75,,77,266.0,26,True,32.912811,-97.629707,13901708037
4011,285.4,7.62,,77,278.0,26,True,32.912818,-97.62967,13901708037
4012,285.6,7.44,,75,275.0,26,True,32.912842,-97.629557,13901708037
4013,285.6,7.3,,76,264.0,26,True,32.91285,-97.629519,13901708037
4014,285.8,6.62,,76,257.0,26,True,32.912876,-97.629404,13901708037
4015,286.0,5.87,,83,331.0,26,True,32.912884,-97.629364,13901708037
4016,286.4,7.44,,70,206.0,26,True,32.912903,-97.629285,13901708037
4017,286.8,7.56,,74,233.0,26,True,32.912924,-97.629205,13901708037
4018,286.8,7.76,,72,211.0,26,True,32.91295,-97.629123,13901708037
4019,287.0,8.68,,76,259.0,26,True,32.912972,-97.629038,13901708037
4020,287.0,9.56,,76,274.0,26,True,32.912989,-97.628953,13901708037
4021,287.0,8.13,,75,325.0,26,True,32.913014,-97.628827,13901708037
4022,287.2,8.24,,75,0.0,26,True,32.913024,-97.628787,13901708037
4023,287.0,8.12,,75,0.0,26,True,32.913043,-97.628707,13901708037
4024,286.6,7.14,,0,0.0,26,True,32.91307,-97.628599,13901708037
4025,286.4,6.2,,0,0.0,26,True,32.913079,-97.628563,13901708037
4026,286.4,7.31,,13,10.0,26,True,32.913094,-97.628491,13901708037
4027,286.4,7.06,,13,32.0,26,True,32.913109,-97.628418,13901708037
4028,286.6,7.06,,29,32.0,26,True,32.913131,-97.628346,13901708037
4029,286.6,7.09,,69,199.0,26,True,32.913173,-97.628237,13901708037
4030,287.0,7.12,,66,155.0,26,True,32.913183,-97.628197,13901708037
4031,287.0,7.44,,64,163.0,26,True,32.913194,-97.628115,13901708037
4032,287.0,7.66,,67,170.0,26,True,32.913211,-97.628031,13901708037
4033,287.0,7.85,,67,150.0,26,True,32.913246,-97.627902,13901708037
4034,286.8,8.81,,72,168.0,26,True,32.913259,-97.627858,13901708037
4035,286.6,9.84,,66,135.0,26,True,32.913283,-97.62777,13901708037
4036,286.4,8.58,,69,140.0,26,True,32.913308,-97.627678,13901708037
4037,285.8,8.82,,71,124.0,26,True,32.913337,-97.627585,13901708037
4038,285.6,9.01,,71,133.0,26,True,32.913369,-97.627493,13901708037
4039,285.4,9.24,,69,128.0,26,True,32.9134,-97.627397,13901708037
4040,284.8,9.48,,69,143.0,26,True,32.913434,-97.627299,13901708037
4041,284.0,9.68,,69,139.0,26,True,32.913468,-97.627199,13901708037
4042,282.8,9.88,,74,139.0,26,True,32.913506,-97.627096,13901708037
4043,282.6,10.16,,76,159.0,26,True,32.913547,-97.626989,13901708037
4044,282.2,10.52,,72,141.0,26,True,32.913593,-97.62688,13901708037
4045,281.4,10.84,,75,178.0,26,True,32.913645,-97.626773,13901708037
4046,280.6,11.22,,75,156.0,26,True,32.913701,-97.626665,13901708037
4047,280.0,11.56,,76,183.0,26,True,32.913756,-97.626557,13901708037
4048,279.0,11.82,,79,157.0,26,True,32.913813,-97.626447,13901708037
4049,278.6,12.06,,81,170.0,26,True,32.913874,-97.626333,13901708037
4050,278.0,12.36,,85,173.0,26,True,32.913939,-97.626222,13901708037
4051,277.6,12.5,,75,145.0,26,True,32.914007,-97.626111,13901708037
4052,276.6,12.64,,78,155.0,26,True,32.914074,-97.625998,13901708037
4053,275.2,12.78,,78,176.0,26,True,32.914141,-97.625884,13901708037
4054,272.6,12.84,,80,173.0,26,True,32.91421,-97.625772,13901708037
4055,272.2,12.92,,80,172.0,26,True,32.914319,-97.625592,13901708037
4056,272.0,13.08,,82,168.0,26,True,32.914355,-97.625532,13901708037
4057,271.8,13.32,,82,149.0,26,True,32.914427,-97.62541,13901708037
4058,271.8,13.58,,82,0.0,26,True,32.9145,-97.625289,13901708037
4059,271.6,12.36,,82,0.0,26,True,32.914634,-97.625149,13901708037
4060,271.4,11.02,,0,0.0,26,True,32.914683,-97.625115,13901708037
4061,271.2,11.02,,0,0.0,26,True,32.914782,-97.625046,13901708037
4062,271.0,11.97,,0,0.0,26,True,32.914934,-97.624974,13901708037
4063,270.8,10.4,,0,0.0,26,True,32.914986,-97.624969,13901708037
4064,270.8,10.4,,8,18.0,26,True,32.915091,-97.624961,13901708037
4065,270.8,13.62,,58,55.0,26,True,32.915245,-97.624955,13901708037
4066,270.4,9.6,,81,284.0,26,True,32.915294,-97.624957,13901708037
4067,270.4,9.6,,81,294.0,26,True,32.915392,-97.624963,13901708037
4068,270.4,13.52,,81,282.0,26,True,32.91549,-97.624969,13901708037
4069,270.4,10.98,,72,217.0,26,True,32.915592,-97.62497,13901708037
4070,270.4,12.0,,73,208.0,26,True,32.915692,-97.624967,13901708037
4071,270.4,13.1,,74,216.0,26,True,32.915793,-97.62497,13901708037
4072,270.4,11.14,,73,199.0,26,True,32.915895,-97.624972,13901708037
4073,270.4,11.18,,72,201.0,26,True,32.915994,-97.624971,13901708037
4074,270.4,11.12,,72,217.0,26,True,32.916092,-97.624965,13901708037
4075,270.2,11.08,,73,217.0,26,True,32.916189,-97.624963,13901708037
4076,270.2,11.02,,73,220.0,26,True,32.91629,-97.624965,13901708037
4077,270.2,10.9,,74,210.0,26,True,32.916388,-97.624967,13901708037
4078,270.2,10.95,,73,208.0,26,True,32.916541,-97.624965,13901708037
4079,270.0,11.02,,73,199.0,26,True,32.916591,-97.624965,13901708037
4080,270.0,11.1,,73,199.0,26,True,32.916692,-97.624966,13901708037
4081,269.8,11.06,,70,161.0,26,True,32.916789,-97.624972,13901708037
4082,269.6,11.0,,79,173.0,26,True,32.916885,-97.624977,13901708037
4083,269.6,10.91,,79,135.0,26,True,32.916979,-97.62499,13901708037
4084,269.6,10.74,,75,135.0,26,True,32.917073,-97.625,13901708037
4085,269.6,10.7,,76,139.0,26,True,32.917175,-97.624998,13901708037
4086,269.6,10.44,,75,142.0,26,True,32.917294,-97.624941,13901708037
4087,269.6,10.22,,72,193.0,26,True,32.917322,-97.624907,13901708037
4088,269.2,9.8,,72,12.0,26,True,32.917378,-97.624838,13901708037
4089,268.8,9.42,,72,12.0,26,True,32.917386,-97.624744,13901708037
4090,268.4,9.07,,17,12.0,26,True,32.917377,-97.624595,13901708037
4091,268.2,9.0,,72,262.0,26,True,32.917374,-97.624544,13901708037
4092,267.8,8.07,,71,258.0,26,True,32.91737,-97.624393,13901708037
4093,267.6,7.3,,73,280.0,26,True,32.91737,-97.624343,13901708037
4094,267.4,7.3,,73,254.0,26,True,32.917371,-97.62424,13901708037
4095,267.2,9.53,,73,254.0,26,True,32.917368,-97.624136,13901708037
4096,267.2,8.67,,75,263.0,26,True,32.917369,-97.623978,13901708037
4097,267.4,8.67,,75,253.0,26,True,32.91737,-97.623925,13901708037
4098,267.4,8.67,,73,212.0,26,True,32.91737,-97.623822,13901708037
4099,267.4,9.8,,85,265.0,26,True,32.917372,-97.623718,13901708037
4100,267.6,9.78,,81,245.0,26,True,32.917376,-97.623614,13901708037
4101,267.4,10.77,,76,220.0,26,True,32.917378,-97.623507,13901708037
4102,267.4,11.82,,73,227.0,26,True,32.917379,-97.623347,13901708037
4103,267.4,9.9,,79,259.0,26,True,32.917378,-97.623292,13901708037
4104,267.4,9.96,,75,230.0,26,True,32.917377,-97.623184,13901708037
4105,267.2,10.04,,73,220.0,26,True,32.917376,-97.623077,13901708037
4106,266.4,10.1,,78,291.0,26,True,32.917376,-97.62297,13901708037
4107,266.4,9.08,,77,243.0,26,True,32.917373,-97.622814,13901708037
4108,266.4,8.06,,78,250.0,26,True,32.917373,-97.622761,13901708037
4109,266.4,9.92,,71,229.0,26,True,32.917371,-97.622656,13901708037
4110,266.2,8.85,,67,212.0,26,True,32.917364,-97.622499,13901708037
4111,266.4,7.78,,74,268.0,26,True,32.91736,-97.622446,13901708037
4112,266.4,7.78,,72,261.0,26,True,32.917354,-97.622337,13901708037
4113,266.4,10.85,,73,258.0,26,True,32.917363,-97.622169,13901708037
4114,266.4,8.04,,75,272.0,26,True,32.917365,-97.622113,13901708037
4115,266.4,8.04,,81,278.0,26,True,32.917364,-97.622002,13901708037
4116,266.4,8.04,,72,260.0,26,True,32.917364,-97.621894,13901708037
4117,266.4,10.47,,73,232.0,26,True,32.917356,-97.621727,13901708037
4118,266.2,11.53,,76,256.0,26,True,32.917357,-97.62167,13901708037
4119,266.0,12.56,,73,234.0,26,True,32.917357,-97.621557,13901708037
4120,265.6,10.38,,77,237.0,26,True,32.917357,-97.621448,13901708037
4121,265.2,10.42,,76,231.0,26,True,32.917355,-97.621336,13901708037
4122,265.2,10.43,,78,245.0,26,True,32.917358,-97.621224,13901708037
4123,265.2,10.44,,74,233.0,26,True,32.917364,-97.621111,13901708037
4124,265.2,10.44,,80,241.0,26,True,32.917367,-97.620999,13901708037
4125,265.2,10.52,,82,238.0,26,True,32.917363,-97.620887,13901708037
4126,265.2,10.58,,78,196.0,26,True,32.917356,-97.620775,13901708037
4127,265.4,10.48,,75,221.0,26,True,32.917354,-97.620664,13901708037
4128,265.4,10.42,,74,217.0,26,True,32.917355,-97.620554,13901708037
4129,265.4,10.38,,77,231.0,26,True,32.917354,-97.620442,13901708037
4130,265.2,10.37,,75,233.0,26,True,32.917351,-97.620275,13901708037
4131,265.0,10.32,,76,228.0,26,True,32.917352,-97.620219,13901708037
4132,264.8,10.44,,75,222.0,26,True,32.917353,-97.620107,13901708037
4133,264.8,10.4,,74,207.0,26,True,32.917357,-97.619997,13901708037
4134,264.6,10.32,,76,189.0,26,True,32.917358,-97.619892,13901708037
4135,264.6,10.22,,76,204.0,26,True,32.91736,-97.619735,13901708037
4136,264.4,10.12,,76,209.0,26,True,32.917359,-97.619683,13901708037
4137,264.0,9.86,,76,56.0,26,True,32.917358,-97.619581,13901708037
4138,264.0,9.58,,24,56.0,26,True,32.917357,-97.619439,13901708037
4139,264.0,9.36,,24,189.0,26,True,32.917357,-97.619391,13901708037
4140,264.0,9.17,,76,189.0,26,True,32.917355,-97.619296,13901708037
4141,264.0,9.0,,73,242.0,26,True,32.917353,-97.619198,13901708037
4142,264.0,8.94,,77,243.0,26,True,32.917348,-97.6191,13901708037
4143,264.2,9.02,,74,235.0,26,True,32.917348,-97.619001,13901708037
4144,264.4,9.14,,77,237.0,26,True,32.917349,-97.618851,13901708037
4145,264.4,9.24,,77,224.0,26,True,32.917348,-97.618801,13901708037
4146,264.2,8.36,,75,222.0,26,True,32.917348,-97.618654,13901708037
4147,264.4,7.44,,75,229.0,26,True,32.917349,-97.618604,13901708037
4148,264.4,7.48,,76,229.0,26,True,32.917353,-97.618509,13901708037
4149,264.4,9.22,,76,241.0,26,True,32.917357,-97.618411,13901708037
4150,264.4,9.1,,75,232.0,26,True,32.917357,-97.618316,13901708037
4151,264.4,10.0,,76,241.0,26,True,32.917358,-97.61822,13901708037
4152,264.4,10.88,,76,241.0,26,True,32.91736,-97.618123,13901708037
4153,264.4,10.84,,75,235.0,26,True,32.91736,-97.618024,13901708037
4154,264.4,9.0,,73,224.0,26,True,32.917358,-97.617928,13901708037
4155,264.4,9.06,,77,249.0,26,True,32.917359,-97.617831,13901708037
4156,264.4,9.04,,74,215.0,26,True,32.917359,-97.617736,13901708037
4157,264.4,8.98,,74,216.0,26,True,32.917356,-97.617641,13901708037
4158,264.4,8.88,,79,216.0,26,True,32.917357,-97.617548,13901708037
4159,264.4,8.8,,83,236.0,26,True,32.917354,-97.617456,13901708037
4160,264.4,8.66,,82,245.0,26,True,32.917349,-97.617365,13901708037
4161,264.6,8.6,,78,224.0,26,True,32.917343,-97.617273,13901708037
4162,264.8,8.6,,78,229.0,26,True,32.917346,-97.617181,13901708037
4163,265.0,8.52,,78,238.0,26,True,32.917348,-97.617093,13901708037
4164,265.0,8.4,,83,223.0,26,True,32.917352,-97.61701,13901708037
4165,265.2,8.2,,86,247.0,26,True,32.917354,-97.616931,13901708037
4166,265.6,7.92,,75,224.0,26,True,32.917352,-97.616854,13901708037
4167,266.0,7.56,,74,235.0,26,True,32.917352,-97.61678,13901708037
4168,266.4,7.23,,77,206.0,26,True,32.917358,-97.616671,13901708037
4169,266.6,6.98,,80,230.0,26,True,32.917359,-97.616636,13901708037
4170,266.8,6.8,,79,243.0,26,True,32.917362,-97.616564,13901708037
4171,267.0,6.68,,77,251.0,26,True,32.917356,-97.616491,13901708037
4172,267.0,6.55,,74,257.0,26,True,32.917321,-97.616403,13901708037
4173,267.4,6.47,,74,255.0,26,True,32.917302,-97.61638,13901708037
4174,267.6,5.73,,73,257.0,26,True,32.917236,-97.616322,13901708037
4175,267.8,5.02,,70,244.0,26,True,32.917209,-97.616311,13901708037
4176,268.0,4.94,,73,256.0,26,True,32.917153,-97.616298,13901708037
4177,268.2,6.23,,74,260.0,26,True,32.917097,-97.616295,13901708037
4178,268.4,6.32,,67,191.0,26,True,32.917035,-97.616289,13901708037
4179,268.4,6.43,,73,233.0,26,True,32.916941,-97.616271,13901708037
4180,268.4,6.54,,65,167.0,26,True,32.916908,-97.616265,13901708037
4181,268.2,8.2,,71,222.0,26,True,32.916841,-97.61626,13901708037
4182,267.8,7.28,,71,237.0,26,True,32.916769,-97.61625,13901708037
4183,267.6,7.56,,72,237.0,26,True,32.916698,-97.616236,13901708037
4184,267.4,8.48,,66,202.0,26,True,32.916626,-97.61622,13901708037
4185,267.2,9.42,,70,232.0,26,True,32.916552,-97.616205,13901708037
4186,267.2,8.24,,74,215.0,26,True,32.916477,-97.616189,13901708037
4187,267.0,8.24,,80,257.0,26,True,32.916404,-97.616172,13901708037
4188,266.8,7.46,,80,254.0,26,True,32.91629,-97.616135,13901708037
4189,266.6,6.68,,82,258.0,26,True,32.916251,-97.61612,13901708037
4190,266.6,6.8,,84,286.0,26,True,32.916177,-97.616081,13901708037
4191,266.6,8.52,,69,191.0,26,True,32.916115,-97.616025,13901708037
4192,266.6,8.53,,70,185.0,26,True,32.916058,-97.61591,13901708037
4193,266.8,9.32,,80,180.0,26,True,32.91605,-97.615866,13901708037
4194,267.0,10.18,,79,194.0,26,True,32.916032,-97.615778,13901708037
4195,267.2,10.2,,81,258.0,26,True,32.916024,-97.615685,13901708037
4196,267.2,8.46,,81,245.0,26,True,32.916026,-97.615592,13901708037
4197,267.4,8.61,,78,233.0,26,True,32.916026,-97.615498,13901708037
4198,267.4,8.72,,80,256.0,26,True,32.916023,-97.615407,13901708037
4199,267.4,8.66,,79,218.0,26,True,32.916023,-97.615319,13901708037
4200,267.6,8.52,,76,198.0,26,True,32.916024,-97.615232,13901708037
4201,267.4,8.41,,77,223.0,26,True,32.916024,-97.615103,13901708037
4202,267.4,8.24,,77,224.0,26,True,32.916024,-97.615061,13901708037
4203,267.6,8.06,,75,224.0,26,True,32.916024,-97.614976,13901708037
4204,267.8,8.0,,73,225.0,26,True,32.916027,-97.614891,13901708037
4205,267.8,7.96,,76,247.0,26,True,32.916028,-97.614805,13901708037
4206,268.0,7.97,,77,288.0,26,True,32.916027,-97.61472,13901708037
4207,268.0,7.92,,63,215.0,26,True,32.916027,-97.614635,13901708037
4208,268.0,7.98,,74,194.0,26,True,32.916024,-97.61455,13901708037
4209,268.2,8.02,,73,163.0,26,True,32.916025,-97.614465,13901708037
4210,268.0,7.93,,74,220.0,26,True,32.916024,-97.614343,13901708037
4211,268.0,7.82,,74,254.0,26,True,32.916024,-97.614303,13901708037
4212,268.2,7.78,,74,256.0,26,True,32.916023,-97.614223,13901708037
4213,268.2,7.69,,73,256.0,26,True,32.916026,-97.6141,13901708037
4214,268.0,7.6,,74,248.0,26,True,32.916027,-97.614059,13901708037
4215,268.4,7.59,,71,231.0,26,True,32.916027,-97.613976,13901708037
4216,268.4,7.67,,75,275.0,26,True,32.91603,-97.61385,13901708037
4217,268.4,7.74,,76,270.0,26,True,32.916031,-97.613809,13901708037
4218,268.6,7.73,,74,263.0,26,True,32.916032,-97.613725,13901708037
4219,268.6,7.78,,74,219.0,26,True,32.916033,-97.613641,13901708037
4220,268.6,7.93,,78,320.0,26,True,32.916032,-97.613509,13901708037
4221,268.8,7.99,,66,179.0,26,True,32.916033,-97.613463,13901708037
4222,268.8,8.12,,67,205.0,26,True,32.916036,-97.613326,13901708037
4223,268.8,8.32,,70,227.0,26,True,32.916036,-97.61328,13901708037
4224,268.6,8.46,,67,201.0,26,True,32.916036,-97.613188,13901708037
4225,268.6,8.51,,71,233.0,26,True,32.91603,-97.61309,13901708037
4226,268.4,8.65,,69,216.0,26,True,32.915978,-97.612966,13901708037
4227,268.2,8.72,,69,50.0,26,True,32.915945,-97.612939,13901708037
4228,267.8,7.87,,69,50.0,26,True,32.915837,-97.612874,13901708037
4229,267.2,7.02,,17,50.0,26,True,32.915796,-97.612865,13901708037
4230,266.8,7.18,,59,43.0,26,True,32.915709,-97.61286,13901708037
4231,266.6,7.18,,91,130.0,26,True,32.915615,-97.61286,13901708037
4232,266.0,9.82,,91,134.0,26,True,32.915516,-97.612858,13901708037
4233,265.8,11.11,,91,134.0,26,True,32.915419,-97.612857,13901708037
4234,265.6,12.46,,77,134.0,26,True,32.915317,-97.612856,13901708037
4235,264.8,12.86,,77,174.0,26,True,32.915215,-97.612856,13901708037
4236,264.0,11.28,,75,165.0,26,True,32.915109,-97.612856,13901708037
4237,263.4,11.38,,77,114.0,26,True,32.915003,-97.612852,13901708037
4238,262.8,11.62,,85,113.0,26,True,32.914897,-97.612853,13901708037
4239,262.2,11.77,,94,175.0,26,True,32.914734,-97.612852,13901708037
